,"New & Change in May 1, 2026",,,,,,
,New Products,,,,,,
,,,,,,,
,Category,Item #,Item Type,Notes,Description, MSRP  ,EAN Code
,Recording - Network,PRN-6400DB4-104TB,NVR,"Price increase from $25,600.00 to $29,240.00","8K NVR (Intel based), 104TB RAW, 64 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $29,240.00 ",849688020920 
,Recording - Network,PRN-6400DB4-112TB,NVR,"Price increase from $26,560.00 to $30,480.00","8K NVR (Intel based), 112TB RAW, 64 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $30,480.00 ",849688020937 
,Recording - Network,PRN-6400DB4-120TB,NVR,"Price increase from $27,520.00 to $31,720.00","8K NVR (Intel based), 120TB RAW, 64 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $31,720.00 ",849688020944 
,Recording - Network,PRN-6400DB4-128TB,NVR,"Price increase from $28,480.00 to $32,960.00","8K NVR (Intel based), 128TB RAW, 64 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $32,960.00 ",849688020951 
,Recording - Network,PRN-6400DB4-140TB,NVR,"Price increase from $29,920.00 to $34,820.00","8K NVR (Intel based), 140TB RAW, 64 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $34,820.00 ",849688020968 
,Recording - Network,PRN-6400DB4-150TB,NVR,"Price increase from $31,120.00 to $36,370.00","8K NVR (Intel based), 150TB RAW, 64 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $36,370.00 ",849688020975 
,Recording - Network,PRN-6400DB4-160TB,NVR,"Price increase from $32,320.00 to $37,920.00","8K NVR (Intel based), 160TB RAW, 64 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $37,920.00 ",849688020982 
,Recording - Network,PRN-3200B4,NVR,"Limited Stock
Recommended replacement XRN-3220RB2 No HDD","8K NVR (Intel based), No HDD, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. ."," $9,107.00 ",8801089204851 
,Recording - Network,PRN-3200B4-12TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-16TB
Price increase from $10,547.00 to $10,967.00","8K NVR (Intel based), 12TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $10,967.00 ",849688019351 
,Recording - Network,PRN-3200B4-16TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-16TB
Price increase from $11,027.00 to $11,587.00","8K NVR (Intel based),16TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $11,587.00 ",849688019368 
,Recording - Network,PRN-3200B4-20TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-20TB
Price increase from $11,507.00 to $12,207.00","8K NVR (Intel based), 20TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $12,207.00 ",849688019375 
,Recording - Network,PRN-3200B4-24TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-32TB
Price increase from $11,987.00 to $12,827.00","8K NVR (Intel based), 24TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $12,827.00 ",849688019382 
,Recording - Network,PRN-3200B4-32TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-32TB
Price increase from $12,947.00 to $14,067.00","8K NVR (Intel based), 32TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $14,067.00 ",849688019399 
,Recording - Network,PRN-3200B4-40TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-40TB
Price increase from $13,907.00 to $15,307.00","8K NVR (Intel based), 40TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $15,307.00 ",849688019405 
,Recording - Network,PRN-3200B4-48TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-48TB
Price increase from $14,867.00 to $16,547.00","8K NVR (Intel based), 48TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $16,547.00 ",849688019412 
,Recording - Network,PRN-3200B4-56TB,NVR,"Limited Stock
Recommended replacement XRN-3220B4-56TB
Price increase from $15,827.00 to $17,787.00","8K NVR (Intel based), 56TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $17,787.00 ",849688019429 
,Recording - Network,PRN-3200B4-64TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-64TB
Price increase from $16,787.00 to $19,027.00","8K NVR (Intel based), 64TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $19,027.00 ",849688019436 
,Recording - Network,PRN-3200B4-88TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-80TB
Price increase from $19,667.00 to $22,747.00","8K NVR (Intel based), 88TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $22,747.00 ",849688019450 
,Recording - Network,PRN-3200B4-96TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-96TB
Price increase from $20,627.00 to $23,987.00","8K NVR (Intel based), 96TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $23,987.00 ",849688019467 
,Recording - Network,PRN-3200B4-104TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-104TB
Price increase from $21,587.00 to $25,227.00","8K NVR (Intel based), 104TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $25,227.00 ",849688020852 
,Recording - Network,PRN-3200B4-112TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-112TB
Price increase from $23,987.00 to $26,467.00","8K NVR (Intel based), 112TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $26,467.00 ",849688020869 
,Recording - Network,PRN-3200B4-120TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-120TB
Price increase from $25,427.00 to $27,707.00","8K NVR (Intel based), 120TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $27,707.00 ",849688020876 
,Recording - Network,PRN-3200B4-128TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-128TB
Price increase from $26,867.00 to $28,947.00","8K NVR (Intel based), 128TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $28,947.00 ",849688020883 
,Recording - Network,PRN-3200B4-140TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-140TB
Price increase from $28,787.00 to $30,807.00","8K NVR (Intel based), 140TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $30,807.00 ",849688020890 
,Recording - Network,PRN-3200B4-150TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-150TB
Price increase from $30,947.00 to $32,357.00","8K NVR (Intel based), 150TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $32,357.00 ",849688020906 
,Recording - Network,PRN-3200B4-160TB,NVR,"Limited Stock
Recommended replacement XRN-6420DB4-160TB
Price increase from $33,107.00 to $33,907.00","8K NVR (Intel based), 160TB RAW, 32 channels, H.265, H.264, MJPEG, 16 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 32 Mbps playback, Dual stream recording, WiseStream technology, HDMI/VGA dual display, max. resolution of 32MP recording/display and fisheye dewarping, add AI to some P, X and Q series Hanwha Cameras, web UI 2.0 (no plugins required), AI search (Wisenet AI cameras only), QR Code. NDAA & FCC Compliant Model. "," $33,907.00 ",849688020913 
,Recording - Network,PRN-3200B2,NVR,"Limited Stock
Recommended replacement XRN-3220RB2 No HDD","32 CH NVR up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $7,107.00 ",8801089205520 
,Recording - Network,PRN-3200B2-8TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-8TB
Price increase from $8,067.00 to $8,347.00","32 CH NVR (8TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $8,347.00 ",849688019863 
,Recording - Network,PRN-3200B2-16TB,NVR,"Limited Stock
Recommended replacement XRN-3220RB2-16TB
Price increase from $9,027.00 to $9,587.00","32 CH NVR (16TB Raw) up to 8K (32MP) Resolution (Intel based Model), Features AI Search (Best Shot, Attribute), object detection and classification, License plate detection and search for AI Based Cameras plus Adding AI Search features to several non AI Hanwha Cameras from P, X and Q series. H265, H264, MJPEG, 8 fixed internal SATA HDDs (10TB max per HDD), RAID 5 & 6, ARB (Automatic Recovery Backup), 400 Mbps recording / up to 64 Mbps playback, Dual stream recording, WiseStream technology, two HDMI dual display with local 4K display resolution (HDMI1: 3840x2160(30Hz), HDMI2: 1920x1080(60Hz), new features like fisheye dewarping, dynamic Layout and Dynamic Event. Easy connection using P2P service (QR code connect) with Wisenet Mobile APP (for Android and IOS) and the free of charge Wisenet Viewer. NDAA & FCC Compliant Model."," $9,587.00 ",849688019870 
